,RC_ID,RC_Name,Classification,tr_retailN,Region,Country,AverageIMD,IMDRegional,diff_IMDRegional,r_IMDRegional,IMDNational,diff_IMDNational,r_IMDNational,whichCentroid
776,RC_EW_393,Market Street; Heckmondwike; Kirklees (Yorkshire and The Humber; England),Local Centre,138,Yorkshire and The Humber,England,33.893,26.00160627,7.891393729,MORE DEPRIVED,21.66939261,12.22360739,MORE DEPRIVED,Population-Weighted
777,RC_EW_3930,Moorside Road Retail Park; Winchester (South East; England),Small Retail Park,18,South East,England,21.378,15.47743181,5.90056819,MORE DEPRIVED,21.66939261,-0.291392614,LESS DEPRIVED,Population-Weighted
778,RC_EW_3934,Winchester; Winchester (South East; England),Town Centre,322,South East,England,9.725272727,15.47743181,-5.752159082,LESS DEPRIVED,21.66939261,-11.94411989,LESS DEPRIVED,Population-Weighted
779,RC_EW_3938,Chineham Shopping Centre; Basingstoke and Deane (South East; England),Large Retail Park,31,South East,England,7.361,15.47743181,-8.11643181,LESS DEPRIVED,21.66939261,-14.30839261,LESS DEPRIVED,Geometric
780,RC_EW_3939,Basingstoke; Basingstoke and Deane (South East; England),Town Centre,368,South East,England,17.72514286,15.47743181,2.247711047,MORE DEPRIVED,21.66939261,-3.944249756,LESS DEPRIVED,Population-Weighted
781,RC_EW_394,Cleckheaton; Kirklees (Yorkshire and The Humber; England),District Centre,155,Yorkshire and The Humber,England,25.3755,26.00160627,-0.626106271,LESS DEPRIVED,21.66939261,3.706107386,MORE DEPRIVED,Population-Weighted
782,RC_EW_3941,Brighton Hill Retail Park; Basingstoke and Deane (South East; England),Small Retail Park,2,South East,England,12.3345,15.47743181,-3.14293181,LESS DEPRIVED,21.66939261,-9.334892614,LESS DEPRIVED,Population-Weighted
783,RC_EW_3945,Forest Centre; East Hampshire (South East; England),Small Retail Park,0,South East,England,16.77575,15.47743181,1.29831819,MORE DEPRIVED,21.66939261,-4.893642614,LESS DEPRIVED,Population-Weighted
784,RC_EW_3947,High Street; Alton; East Hampshire (South East; England),Market Town,180,South East,England,11.72433333,15.47743181,-3.753098476,LESS DEPRIVED,21.66939261,-9.94505928,LESS DEPRIVED,Population-Weighted
785,RC_EW_3949,Farnham; Waverley (South East; England),Town Centre,241,South East,England,8.65575,15.47743181,-6.82168181,LESS DEPRIVED,21.66939261,-13.01364261,LESS DEPRIVED,Population-Weighted
786,RC_EW_3959,High Street; Ryde; Isle of Wight (South East; England),Market Town,300,South East,England,33.4062,15.47743181,17.92876819,MORE DEPRIVED,21.66939261,11.73680739,MORE DEPRIVED,Population-Weighted
787,RC_EW_3961,Albert Road; Southsea; Portsmouth (South East; England),District Centre,257,South East,England,20.00573333,15.47743181,4.528301524,MORE DEPRIVED,21.66939261,-1.66365928,LESS DEPRIVED,Population-Weighted
788,RC_EW_3966,Fratton Road; Fratton; Portsmouth (South East; England),Local Centre,116,South East,England,42.19711111,15.47743181,26.7196793,MORE DEPRIVED,21.66939261,20.5277185,MORE DEPRIVED,Population-Weighted
789,RC_EW_3969,Palmerston Road; Southsea; Portsmouth (South East; England),District Centre,214,South East,England,23.98211111,15.47743181,8.504679301,MORE DEPRIVED,21.66939261,2.312718498,MORE DEPRIVED,Population-Weighted
790,RC_EW_3973,Portsmouth Gunwharf Quays; Portsmouth (South East; England),Large Shopping Centre,144,South East,England,26.359875,15.47743181,10.88244319,MORE DEPRIVED,21.66939261,4.690482386,MORE DEPRIVED,Population-Weighted
791,RC_EW_3977,Ocean Retail Park; Portsmouth (South East; England),Small Retail Park,2,South East,England,17.7,15.47743181,2.22256819,MORE DEPRIVED,21.66939261,-3.969392614,LESS DEPRIVED,Population-Weighted
792,RC_EW_3980,Portsmouth; Portsmouth (South East; England),Town Centre,210,South East,England,50.02717647,15.47743181,34.54974466,MORE DEPRIVED,21.66939261,28.35778386,MORE DEPRIVED,Population-Weighted
793,RC_EW_3981,London Road; North End; Portsmouth (South East; England),District Centre,281,South East,England,34.27571429,15.47743181,18.79828248,MORE DEPRIVED,21.66939261,12.60632167,MORE DEPRIVED,Population-Weighted
794,RC_EW_3984,Gosport; Gosport (South East; England),Town Centre,160,South East,England,29.76328571,15.47743181,14.2858539,MORE DEPRIVED,21.66939261,8.093893101,MORE DEPRIVED,Population-Weighted
795,RC_EW_3985,Stoke Road; Newtown; Gosport (South East; England),Local Centre,119,South East,England,25.607,15.47743181,10.12956819,MORE DEPRIVED,21.66939261,3.937607386,MORE DEPRIVED,Population-Weighted
796,RC_EW_3989,Chichester; Chichester (South East; England),Town Centre,422,South East,England,13.739625,15.47743181,-1.73780681,LESS DEPRIVED,21.66939261,-7.929767614,LESS DEPRIVED,Population-Weighted
797,RC_EW_3990,Portfield Retail Park; Chichester (South East; England),Small Retail Park,20,South East,England,29.599,15.47743181,14.12156819,MORE DEPRIVED,21.66939261,7.929607386,MORE DEPRIVED,Population-Weighted
798,RC_EW_3991,Bognor Regis; Arun (South East; England),Town Centre,288,South East,England,28.31281818,15.47743181,12.83538637,MORE DEPRIVED,21.66939261,6.643425568,MORE DEPRIVED,Population-Weighted
799,RC_EW_3993,Arun Retail Park; Arun (South East; England),Small Retail Park,11,South East,England,24.19,15.47743181,8.71256819,MORE DEPRIVED,21.66939261,2.520607386,MORE DEPRIVED,Population-Weighted
800,RC_EW_3999,London Road; Waterlooville; Havant (South East; England),District Centre,182,South East,England,21.00966667,15.47743181,5.532234857,MORE DEPRIVED,21.66939261,-0.659725947,LESS DEPRIVED,Population-Weighted
801,RC_EW_40,Pentewan Road Retail Park; Cornwall (South West; England),Small Retail Park,8,South West,England,53.104,18.2526559,34.8513441,MORE DEPRIVED,21.66939261,31.43460739,MORE DEPRIVED,Population-Weighted
802,RC_EW_400,Dewsbury; Kirklees (Yorkshire and The Humber; England),Town Centre,404,Yorkshire and The Humber,England,37.1975,26.00160627,11.19589373,MORE DEPRIVED,21.66939261,15.52810739,MORE DEPRIVED,Population-Weighted
803,RC_EW_4004,Havant; Havant (South East; England),Town Centre,217,South East,England,20.25985714,15.47743181,4.782425333,MORE DEPRIVED,21.66939261,-1.409535471,LESS DEPRIVED,Population-Weighted
804,RC_EW_4011,High Street; Cosham; Portsmouth (South East; England),Local Centre,141,South East,England,21.89171429,15.47743181,6.414282476,MORE DEPRIVED,21.66939261,0.222321672,MORE DEPRIVED,Population-Weighted
805,RC_EW_4017,Greywell Shopping Centre; Havant (South East; England),Large Retail Park,90,South East,England,45.18466667,15.47743181,29.70723486,MORE DEPRIVED,21.66939261,23.51527405,MORE DEPRIVED,Population-Weighted
806,RC_EW_4024,Salisbury; Wiltshire (South West; England),Major Town Centre,478,South West,England,16.07388889,18.2526559,-2.178767009,LESS DEPRIVED,21.66939261,-5.595503725,LESS DEPRIVED,Population-Weighted
807,RC_EW_4025,Bourne Retail Park; Wiltshire (South West; England),Large Retail Park,26,South West,England,9.215,18.2526559,-9.037655898,LESS DEPRIVED,21.66939261,-12.45439261,LESS DEPRIVED,Geometric
808,RC_EW_4027,Andover; Test Valley (South East; England),Town Centre,279,South East,England,16.5365,15.47743181,1.05906819,MORE DEPRIVED,21.66939261,-5.132892614,LESS DEPRIVED,Population-Weighted
809,RC_EW_403,White Rose Centre; Leeds (Yorkshire and The Humber; England),Large Shopping Centre,138,Yorkshire and The Humber,England,41.097,26.00160627,15.09539373,MORE DEPRIVED,21.66939261,19.42760739,MORE DEPRIVED,Population-Weighted
810,RC_EW_404,The Penny Hill Centre; Leeds (Yorkshire and The Humber; England),Small Retail Park,20,Yorkshire and The Humber,England,53.7365,26.00160627,27.73489373,MORE DEPRIVED,21.66939261,32.06710739,MORE DEPRIVED,Population-Weighted
811,RC_EW_4066,High Street; Ilfracombe; North Devon (South West; England),District Centre,159,South West,England,36.8898,18.2526559,18.6371441,MORE DEPRIVED,21.66939261,15.22040739,MORE DEPRIVED,Population-Weighted
812,RC_EW_4070,Barnstaple; North Devon (South West; England),Town Centre,411,South West,England,27.0354,18.2526559,8.782744102,MORE DEPRIVED,21.66939261,5.366007386,MORE DEPRIVED,Population-Weighted
813,RC_EW_409,Wakefield; Wakefield (Yorkshire and The Humber; England),Major Town Centre,659,Yorkshire and The Humber,England,35.04883333,26.00160627,9.047227063,MORE DEPRIVED,21.66939261,13.37944072,MORE DEPRIVED,Population-Weighted
814,RC_EW_4146,Seaton; East Devon (South West; England),Local Centre,136,South West,England,18.4175,18.2526559,0.164844102,MORE DEPRIVED,21.66939261,-3.251892614,LESS DEPRIVED,Population-Weighted
815,RC_EW_4149,High Street; Sidmouth; East Devon (South West; England),Market Town,182,South West,England,6.423,18.2526559,-11.8296559,LESS DEPRIVED,21.66939261,-15.24639261,LESS DEPRIVED,Population-Weighted
816,RC_EW_4152,Fore Street; Chard; South Somerset (South West; England),Local Centre,120,South West,England,28.56425,18.2526559,10.3115941,MORE DEPRIVED,21.66939261,6.894857386,MORE DEPRIVED,Population-Weighted
817,RC_EW_4156,South Street; Bridport; Dorset (South West; England),Market Town,171,South West,England,23.875,18.2526559,5.622344102,MORE DEPRIVED,21.66939261,2.205607386,MORE DEPRIVED,Population-Weighted
818,RC_EW_4157,High Street; Honiton; East Devon (South West; England),Market Town,192,South West,England,18.8775,18.2526559,0.624844102,MORE DEPRIVED,21.66939261,-2.791892614,LESS DEPRIVED,Population-Weighted
819,RC_EW_4158,High Street; Crediton; Mid Devon (South West; England),Local Centre,107,South West,England,17.00566667,18.2526559,-1.246989231,LESS DEPRIVED,21.66939261,-4.663725947,LESS DEPRIVED,Population-Weighted
820,RC_EW_4159,Exe Bridges Retail Park; Exeter (South West; England),Large Retail Park,94,South West,England,22.64783333,18.2526559,4.395177436,MORE DEPRIVED,21.66939261,0.97844072,MORE DEPRIVED,Population-Weighted
821,RC_EW_416,Queen Street; City; Leeds (Yorkshire and The Humber; England),District Centre,214,Yorkshire and The Humber,England,32.89125,26.00160627,6.889643729,MORE DEPRIVED,21.66939261,11.22185739,MORE DEPRIVED,Population-Weighted
822,RC_EW_4161,Exeter; Exeter (South West; England),Major Town Centre,654,South West,England,20.23509091,18.2526559,1.982435011,MORE DEPRIVED,21.66939261,-1.434301704,LESS DEPRIVED,Population-Weighted
823,RC_EW_4166,Rydon Lane Retail Park; Exeter (South West; England),Small Retail Park,12,South West,England,9.0225,18.2526559,-9.230155898,LESS DEPRIVED,21.66939261,-12.64689261,LESS DEPRIVED,Population-Weighted
824,RC_EW_4172,Tiverton; Mid Devon (South West; England),Town Centre,220,South West,England,25.7852,18.2526559,7.532544102,MORE DEPRIVED,21.66939261,4.115807386,MORE DEPRIVED,Population-Weighted
825,RC_EW_418,Centre 27 Leisure Park; Kirklees (Yorkshire and The Humber; England),Large Retail Park,29,Yorkshire and The Humber,England,11.617,26.00160627,-14.38460627,LESS DEPRIVED,21.66939261,-10.05239261,LESS DEPRIVED,Geometric
826,RC_EW_4180,Torquay; Torbay (South West; England),Town Centre,472,South West,England,47.2691,18.2526559,29.0164441,MORE DEPRIVED,21.66939261,25.59970739,MORE DEPRIVED,Population-Weighted
827,RC_EW_4181,Torquay Road; Preston; Torbay (South West; England),Local Centre,127,South West,England,23.44475,18.2526559,5.192094102,MORE DEPRIVED,21.66939261,1.775357386,MORE DEPRIVED,Population-Weighted
828,RC_EW_4182,Paignton; Torbay (South West; England),Town Centre,417,South West,England,33.46975,18.2526559,15.2170941,MORE DEPRIVED,21.66939261,11.80035739,MORE DEPRIVED,Population-Weighted
829,RC_EW_4184,Bridge Retail Park; Torbay (South West; England),Small Retail Park,7,South West,England,10.024,18.2526559,-8.228655898,LESS DEPRIVED,21.66939261,-11.64539261,LESS DEPRIVED,Population-Weighted
830,RC_EW_4189,Fore Street; Brixham; Torbay (South West; England),Market Town,228,South West,England,28.8915,18.2526559,10.6388441,MORE DEPRIVED,21.66939261,7.222107386,MORE DEPRIVED,Population-Weighted
831,RC_EW_4190,Totnes; South Hams (South West; England),Town Centre,223,South West,England,20.428,18.2526559,2.175344102,MORE DEPRIVED,21.66939261,-1.241392614,LESS DEPRIVED,Population-Weighted
832,RC_EW_4193,Dartmouth; South Hams (South West; England),Market Town,212,South West,England,10.5025,18.2526559,-7.750155898,LESS DEPRIVED,21.66939261,-11.16689261,LESS DEPRIVED,Population-Weighted
833,RC_EW_4194,Exmouth; East Devon (South West; England),Town Centre,311,South West,England,17.848,18.2526559,-0.404655898,LESS DEPRIVED,21.66939261,-3.821392614,LESS DEPRIVED,Population-Weighted
834,RC_EW_4195,Strand The; Dawlish; Teignbridge (South West; England),Local Centre,110,South West,England,20.864,18.2526559,2.611344102,MORE DEPRIVED,21.66939261,-0.805392614,LESS DEPRIVED,Population-Weighted
835,RC_EW_4198,Newton Abbot; Teignbridge (South West; England),Town Centre,287,South West,England,22.952,18.2526559,4.699344102,MORE DEPRIVED,21.66939261,1.282607386,MORE DEPRIVED,Population-Weighted
836,RC_EW_420,Shirebrook; Bolsover (East Midlands; England),Local Centre,107,East Midlands,England,34.839,20.36042069,14.47857931,MORE DEPRIVED,21.66939261,13.16960739,MORE DEPRIVED,Population-Weighted
837,RC_EW_4202,Teignmouth; Teignbridge (South West; England),Market Town,225,South West,England,32.93,18.2526559,14.6773441,MORE DEPRIVED,21.66939261,11.26060739,MORE DEPRIVED,Population-Weighted
838,RC_EW_4205,Yeovil; South Somerset (South West; England),Town Centre,335,South West,England,28.20616667,18.2526559,9.953510769,MORE DEPRIVED,21.66939261,6.536774053,MORE DEPRIVED,Population-Weighted
839,RC_EW_4206,Houndstone Retail Park; South Somerset (South West; England),Small Retail Park,3,South West,England,8.8245,18.2526559,-9.428155898,LESS DEPRIVED,21.66939261,-12.84489261,LESS DEPRIVED,Population-Weighted
840,RC_EW_4208,Cheap Street; Sherborne; Dorset (South West; England),Local Centre,110,South West,England,11.219,18.2526559,-7.033655898,LESS DEPRIVED,21.66939261,-10.45039261,LESS DEPRIVED,Population-Weighted
841,RC_EW_4212,High Street; Glastonbury; Mendip (South West; England),Market Town,171,South West,England,26.0976,18.2526559,7.844944102,MORE DEPRIVED,21.66939261,4.428207386,MORE DEPRIVED,Population-Weighted
842,RC_EW_4213,Townsend Shopping Park; Mendip (South West; England),Large Retail Park,95,South West,England,22.95533333,18.2526559,4.702677436,MORE DEPRIVED,21.66939261,1.28594072,MORE DEPRIVED,Population-Weighted
843,RC_EW_4214,High Street; Wells; Mendip (South West; England),Market Town,162,South West,England,16.05725,18.2526559,-2.195405898,LESS DEPRIVED,21.66939261,-5.612142614,LESS DEPRIVED,Population-Weighted
844,RC_EW_4220,Clarks Village Outlet Somerset; Mendip (South West; England),Large Shopping Centre,210,South West,England,17.5745,18.2526559,-0.678155898,LESS DEPRIVED,21.66939261,-4.094892614,LESS DEPRIVED,Population-Weighted
845,RC_EW_4222,Weymouth; Dorset (South West; England),Town Centre,394,South West,England,40.71171429,18.2526559,22.45905839,MORE DEPRIVED,21.66939261,19.04232167,MORE DEPRIVED,Population-Weighted
846,RC_EW_4224,Jubilee Retail Park; Dorset (South West; England),Large Retail Park,56,South West,England,51.65333333,18.2526559,33.40067744,MORE DEPRIVED,21.66939261,29.98394072,MORE DEPRIVED,Population-Weighted
847,RC_EW_4230,South Street; Dorchester; Dorset (South West; England),Market Town,270,South West,England,16.3505,18.2526559,-1.902155898,LESS DEPRIVED,21.66939261,-5.318892614,LESS DEPRIVED,Population-Weighted
848,RC_EW_4238,High Street; Wellington; Somerset West and Taunton (East of England; England),Local Centre,149,South West,England,18.9388,18.2526559,0.686144102,MORE DEPRIVED,21.66939261,-2.730592614,LESS DEPRIVED,Population-Weighted
849,RC_EW_4239,St. Johns Retail Park; Somerset West and Taunton (East of England; England),Small Retail Park,14,South West,England,35.8315,18.2526559,17.5788441,MORE DEPRIVED,21.66939261,14.16210739,MORE DEPRIVED,Population-Weighted
850,RC_EW_4240,Taunton; Somerset West and Taunton (East of England; England),Major Town Centre,546,South West,England,21.17857143,18.2526559,2.925915531,MORE DEPRIVED,21.66939261,-0.490821185,LESS DEPRIVED,Population-Weighted
851,RC_EW_4241,East Reach; Firepool; Somerset West and Taunton (East of England; England),Local Centre,133,South West,England,32.696,18.2526559,14.4433441,MORE DEPRIVED,21.66939261,11.02660739,MORE DEPRIVED,Population-Weighted
852,RC_EW_4244,Bridgwater; Sedgemoor (South West; England),Town Centre,324,South West,England,34.24866667,18.2526559,15.99601077,MORE DEPRIVED,21.66939261,12.57927405,MORE DEPRIVED,Population-Weighted
853,RC_EW_4246,The Avenue; Minehead; Somerset West and Taunton (East of England; England),Market Town,203,South West,England,18.71866667,18.2526559,0.466010769,MORE DEPRIVED,21.66939261,-2.950725947,LESS DEPRIVED,Population-Weighted
854,RC_EW_4251,Orbital Retail Park; Cannock Chase (West Midlands; England),Small Retail Park,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
855,RC_EW_4254,Reedswood Retail Park; Walsall (West Midlands; England),Small Retail Park,5,West Midlands,England,34.322,24.95302782,9.368972182,MORE DEPRIVED,21.66939261,12.65260739,MORE DEPRIVED,Population-Weighted
856,RC_EW_4256,Walsall; Walsall (West Midlands; England),Town Centre,558,West Midlands,England,44.58355556,24.95302782,19.63052774,MORE DEPRIVED,21.66939261,22.91416294,MORE DEPRIVED,Population-Weighted
857,RC_EW_4257,Crown Wharf Shopping Park; Walsall (West Midlands; England),Large Retail Park,80,West Midlands,England,61.194,24.95302782,36.24097218,MORE DEPRIVED,21.66939261,39.52460739,MORE DEPRIVED,Population-Weighted
858,RC_EW_426,Mansfield; Mansfield (East Midlands; England),Town Centre,407,East Midlands,England,41.65757143,20.36042069,21.29715074,MORE DEPRIVED,21.66939261,19.98817882,MORE DEPRIVED,Population-Weighted
859,RC_EW_4262,Aldridge; Walsall (West Midlands; England),Local Centre,122,West Midlands,England,8.938333333,24.95302782,-16.01469448,LESS DEPRIVED,21.66939261,-12.73105928,LESS DEPRIVED,Population-Weighted
860,RC_EW_4264,High Street; Bloxwich; Walsall (West Midlands; England),Local Centre,127,West Midlands,England,46.53733333,24.95302782,21.58430552,MORE DEPRIVED,21.66939261,24.86794072,MORE DEPRIVED,Population-Weighted
861,RC_EW_4271,Bentley Bridge Leisure Park; Wolverhampton (West Midlands; England),Large Retail Park,32,West Midlands,England,38.971,24.95302782,14.01797218,MORE DEPRIVED,21.66939261,17.30160739,MORE DEPRIVED,Population-Weighted
862,RC_EW_4277,High Street; Brownhills; Walsall (West Midlands; England),Local Centre,110,West Midlands,England,35.00633333,24.95302782,10.05330552,MORE DEPRIVED,21.66939261,13.33694072,MORE DEPRIVED,Population-Weighted
863,RC_EW_4280,Market Hall Street; Cannock; Cannock Chase (West Midlands; England),Market Town,234,West Midlands,England,23.287,24.95302782,-1.666027818,LESS DEPRIVED,21.66939261,1.617607386,MORE DEPRIVED,Population-Weighted
864,RC_EW_4284,The Lightworks; Cannock Chase (West Midlands; England),Large Retail Park,93,West Midlands,England,8.953,24.95302782,-16.00002782,LESS DEPRIVED,21.66939261,-12.71639261,LESS DEPRIVED,Population-Weighted
865,RC_EW_4286,High Street; Erdington; Birmingham (West Midlands; England),District Centre,312,West Midlands,England,44.75366667,24.95302782,19.80063885,MORE DEPRIVED,21.66939261,23.08427405,MORE DEPRIVED,Population-Weighted
866,RC_EW_429,Portland Retail Park; Mansfield (East Midlands; England),Small Retail Park,24,East Midlands,England,22.13433333,20.36042069,1.773912641,MORE DEPRIVED,21.66939261,0.46494072,MORE DEPRIVED,Population-Weighted
867,RC_EW_4290,Birmingham Road; Chester Road; Birmingham (West Midlands; England),Local Centre,102,West Midlands,England,25.82125,24.95302782,0.868222182,MORE DEPRIVED,21.66939261,4.151857386,MORE DEPRIVED,Population-Weighted
868,RC_EW_4291,Princess Retail Park; Birmingham (West Midlands; England),Large Retail Park,63,West Midlands,England,38.27475,24.95302782,13.32172218,MORE DEPRIVED,21.66939261,16.60535739,MORE DEPRIVED,Population-Weighted
869,RC_EW_4293,The Fort Shopping Park; Birmingham (West Midlands; England),Small Retail Park,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
870,RC_EW_4294,Ravenside Retail Park; Birmingham (West Midlands; England),Small Retail Park,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
871,RC_EW_4300,Star City Leisure Park; Birmingham (West Midlands; England),Small Retail Park,0,West Midlands,England,58.4235,24.95302782,33.47047218,MORE DEPRIVED,21.66939261,36.75410739,MORE DEPRIVED,Geometric
872,RC_EW_4302,Parade; Royal Sutton Coldfield; Birmingham (West Midlands; England),District Centre,231,West Midlands,England,17.46425,24.95302782,-7.488777818,LESS DEPRIVED,21.66939261,-4.205142614,LESS DEPRIVED,Population-Weighted
873,RC_EW_4307,Stechford Retail Park; Birmingham (West Midlands; England),Large Retail Park,26,West Midlands,England,46.67333333,24.95302782,21.72030552,MORE DEPRIVED,21.66939261,25.00394072,MORE DEPRIVED,Population-Weighted
874,RC_EW_4308,Beaufort Retail Park; Birmingham (West Midlands; England),Large Retail Park,83,West Midlands,England,37.1345,24.95302782,12.18147218,MORE DEPRIVED,21.66939261,15.46510739,MORE DEPRIVED,Population-Weighted
875,RC_EW_4309,Coventry Road; Sheldon; Birmingham (West Midlands; England),Local Centre,123,West Midlands,England,25.587,24.95302782,0.633972182,MORE DEPRIVED,21.66939261,3.917607386,MORE DEPRIVED,Population-Weighted
876,RC_EW_4316,Coventry Road; Sparkbrook; Birmingham (West Midlands; England),District Centre,398,West Midlands,England,57.03033333,24.95302782,32.07730552,MORE DEPRIVED,21.66939261,35.36094072,MORE DEPRIVED,Population-Weighted
877,RC_EW_4317,Alum Rock Road; Saltley; Birmingham (West Midlands; England),District Centre,329,West Midlands,England,54.119,24.95302782,29.16597218,MORE DEPRIVED,21.66939261,32.44960739,MORE DEPRIVED,Population-Weighted
878,RC_EW_4322,Swan Shopping Centre; Birmingham (West Midlands; England),Large Retail Park,41,West Midlands,England,33.926,24.95302782,8.972972182,MORE DEPRIVED,21.66939261,12.25660739,MORE DEPRIVED,Population-Weighted
879,RC_EW_4341,Vyse Street; Hockley; Birmingham (West Midlands; England),District Centre,244,West Midlands,England,36.24685714,24.95302782,11.29382933,MORE DEPRIVED,21.66939261,14.57746453,MORE DEPRIVED,Population-Weighted
880,RC_EW_4349,Birmingham City; Birmingham (West Midlands; England),Regional Centre,1371,West Midlands,England,27.09233333,24.95302782,2.139305516,MORE DEPRIVED,21.66939261,5.42294072,MORE DEPRIVED,Population-Weighted
881,RC_EW_4356,Soho Road; Gib Heath; Birmingham (West Midlands; England),District Centre,329,West Midlands,England,50.63214286,24.95302782,25.67911504,MORE DEPRIVED,21.66939261,28.96275024,MORE DEPRIVED,Population-Weighted
882,RC_EW_4358,The Fiveways Shopping Centre; Birmingham (West Midlands; England),Small Retail Park,21,West Midlands,England,32.45833333,24.95302782,7.505305516,MORE DEPRIVED,21.66939261,10.78894072,MORE DEPRIVED,Population-Weighted
883,RC_EW_4362,The Mailbox; Birmingham (West Midlands; England),Large Retail Park,60,West Midlands,England,26.9604,24.95302782,2.007372182,MORE DEPRIVED,21.66939261,5.291007386,MORE DEPRIVED,Population-Weighted
884,RC_EW_4367,One Stop Shopping Centre; Birmingham (West Midlands; England),Small Retail Park,13,West Midlands,England,37.061,24.95302782,12.10797218,MORE DEPRIVED,21.66939261,15.39160739,MORE DEPRIVED,Population-Weighted
885,RC_EW_440,Chesterfield; Chesterfield (East Midlands; England),Town Centre,474,East Midlands,England,27.01771429,20.36042069,6.657293594,MORE DEPRIVED,21.66939261,5.348321672,MORE DEPRIVED,Population-Weighted
886,RC_EW_4402,Town Gate Retail Park; Dudley (West Midlands; England),Small Retail Park,12,West Midlands,England,37.404,24.95302782,12.45097218,MORE DEPRIVED,21.66939261,15.73460739,MORE DEPRIVED,Geometric
887,RC_EW_4403,Dudley; Dudley (West Midlands; England),Town Centre,346,West Midlands,England,50.52733333,24.95302782,25.57430552,MORE DEPRIVED,21.66939261,28.85794072,MORE DEPRIVED,Population-Weighted
888,RC_EW_4404,Tipton Shopping Centre; Sandwell (West Midlands; England),Large Retail Park,39,West Midlands,England,44.386,24.95302782,19.43297218,MORE DEPRIVED,21.66939261,22.71660739,MORE DEPRIVED,Population-Weighted
889,RC_EW_4409,Great Bridge Retail Park; Sandwell (West Midlands; England),Large Retail Park,88,West Midlands,England,45.626,24.95302782,20.67297218,MORE DEPRIVED,21.66939261,23.95660739,MORE DEPRIVED,Population-Weighted
890,RC_EW_4412,High Street; Blackheath; Sandwell (West Midlands; England),District Centre,165,West Midlands,England,32.6524,24.95302782,7.699372182,MORE DEPRIVED,21.66939261,10.98300739,MORE DEPRIVED,Population-Weighted
891,RC_EW_4415,High Street; Cradley Heath; Sandwell (West Midlands; England),Local Centre,122,West Midlands,England,43.075,24.95302782,18.12197218,MORE DEPRIVED,21.66939261,21.40560739,MORE DEPRIVED,Population-Weighted
892,RC_EW_4419,High Street; Halesowen; Dudley (West Midlands; England),Local Centre,145,West Midlands,England,31.741,24.95302782,6.787972182,MORE DEPRIVED,21.66939261,10.07160739,MORE DEPRIVED,Population-Weighted
893,RC_EW_443,Market Street; Clay Cross; North East Derbyshire (East Midlands; England),Local Centre,116,East Midlands,England,24.959,20.36042069,4.598579308,MORE DEPRIVED,21.66939261,3.289607386,MORE DEPRIVED,Population-Weighted
894,RC_EW_4434,High Street; Brockmoor; Dudley (West Midlands; England),District Centre,161,West Midlands,England,43.23533333,24.95302782,18.28230552,MORE DEPRIVED,21.66939261,21.56594072,MORE DEPRIVED,Population-Weighted
895,RC_EW_4438,High Street; Stourbridge; Dudley (West Midlands; England),District Centre,246,West Midlands,England,31.6185,24.95302782,6.665472182,MORE DEPRIVED,21.66939261,9.949107386,MORE DEPRIVED,Population-Weighted
896,RC_EW_4441,intu Merry Hill; Dudley (West Midlands; England),Large Shopping Centre,245,West Midlands,England,26.10175,24.95302782,1.148722182,MORE DEPRIVED,21.66939261,4.432357386,MORE DEPRIVED,Population-Weighted
897,RC_EW_4444,Wednesbury; Sandwell (West Midlands; England),District Centre,169,West Midlands,England,38.46475,24.95302782,13.51172218,MORE DEPRIVED,21.66939261,16.79535739,MORE DEPRIVED,Population-Weighted
898,RC_EW_4446,Gallagher Retail Park; Sandwell (West Midlands; England),Small Retail Park,24,West Midlands,England,38.991,24.95302782,14.03797218,MORE DEPRIVED,21.66939261,17.32160739,MORE DEPRIVED,Population-Weighted
899,RC_EW_4449,Bilston; Wolverhampton (West Midlands; England),District Centre,248,West Midlands,England,56.639,24.95302782,31.68597218,MORE DEPRIVED,21.66939261,34.96960739,MORE DEPRIVED,Population-Weighted
900,RC_EW_4452,Stafford Street; Willenhall; Walsall (West Midlands; England),District Centre,153,West Midlands,England,40.472,24.95302782,15.51897218,MORE DEPRIVED,21.66939261,18.80260739,MORE DEPRIVED,Population-Weighted
901,RC_EW_4455,High Street; Mayer's Green; Sandwell (West Midlands; England) - 1,Local Centre,139,West Midlands,England,45.76075,24.95302782,20.80772218,MORE DEPRIVED,21.66939261,24.09135739,MORE DEPRIVED,Population-Weighted
902,RC_EW_4456,Astle Park West Bromwich; Sandwell (West Midlands; England),Large Shopping Centre,253,West Midlands,England,44.42211111,24.95302782,19.46908329,MORE DEPRIVED,21.66939261,22.7527185,MORE DEPRIVED,Population-Weighted
903,RC_EW_4458,Bearwood Road; Bearwood; Birmingham (West Midlands; England),District Centre,273,West Midlands,England,26.186,24.95302782,1.232972182,MORE DEPRIVED,21.66939261,4.516607386,MORE DEPRIVED,Population-Weighted
904,RC_EW_4459,Cape Hill; Cape Hill; Sandwell (West Midlands; England),District Centre,243,West Midlands,England,38.19055556,24.95302782,13.23752774,MORE DEPRIVED,21.66939261,16.52116294,MORE DEPRIVED,Population-Weighted
