"","RC_ID","supergroupID","supergroupName","groupID","groupName"
"671","RC_EW_4025","2","Retail and shopping parks","2.2","Secondary retail parks and shopping centres"
"672","RC_EW_4027","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"673","RC_EW_403","2","Retail and shopping parks","2.1","Primary shopping centres and premium destinations"
"674","RC_EW_4030","4","Traditional high streets and market towns","4.2","Indie high streets"
"675","RC_EW_4031","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"676","RC_EW_4034","2","Retail and shopping parks","2.2","Secondary retail parks and shopping centres"
"677","RC_EW_4042","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"678","RC_EW_4054","4","Traditional high streets and market towns","4.2","Indie high streets"
"679","RC_EW_4058","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"680","RC_EW_4066","1","Local 'everyday' goods and service centres","1.1","Local urban convenience centres"
"681","RC_EW_4070","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"682","RC_EW_4073","4","Traditional high streets and market towns","4.2","Indie high streets"
"683","RC_EW_4074","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"684","RC_EW_4076","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"685","RC_EW_4079","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"686","RC_EW_4083","4","Traditional high streets and market towns","4.2","Indie high streets"
"687","RC_EW_4089","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"688","RC_EW_409","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"689","RC_EW_4092","2","Retail and shopping parks","2.1","Primary shopping centres and premium destinations"
"690","RC_EW_4099","4","Traditional high streets and market towns","4.2","Indie high streets"
"691","RC_EW_4101","4","Traditional high streets and market towns","4.2","Indie high streets"
"692","RC_EW_4105","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"693","RC_EW_4107","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"694","RC_EW_4111","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"695","RC_EW_4112","1","Local 'everyday' goods and service centres","1.1","Local urban convenience centres"
"696","RC_EW_4117","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"697","RC_EW_4123","4","Traditional high streets and market towns","4.2","Indie high streets"
"698","RC_EW_4129","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"699","RC_EW_4133","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"700","RC_EW_4137","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"701","RC_EW_4138","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"702","RC_EW_4142","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"703","RC_EW_4144","4","Traditional high streets and market towns","4.2","Indie high streets"
"704","RC_EW_4146","4","Traditional high streets and market towns","4.2","Indie high streets"
"705","RC_EW_4149","4","Traditional high streets and market towns","4.2","Indie high streets"
"706","RC_EW_4152","4","Traditional high streets and market towns","4.2","Indie high streets"
"707","RC_EW_4156","4","Traditional high streets and market towns","4.2","Indie high streets"
"708","RC_EW_4157","4","Traditional high streets and market towns","4.2","Indie high streets"
"709","RC_EW_4158","4","Traditional high streets and market towns","4.2","Indie high streets"
"710","RC_EW_4159","4","Traditional high streets and market towns","4.2","Indie high streets"
"711","RC_EW_416","4","Traditional high streets and market towns","4.2","Indie high streets"
"712","RC_EW_4161","3","Leading comparison and leisure destinations","3.1","Large regional retail and leisure destinations"
"713","RC_EW_4172","4","Traditional high streets and market towns","4.2","Indie high streets"
"714","RC_EW_418","2","Retail and shopping parks","2.2","Secondary retail parks and shopping centres"
"715","RC_EW_4180","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"716","RC_EW_4181","1","Local 'everyday' goods and service centres","1.1","Local urban convenience centres"
"717","RC_EW_4182","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"718","RC_EW_4189","4","Traditional high streets and market towns","4.2","Indie high streets"
"719","RC_EW_4190","4","Traditional high streets and market towns","4.2","Indie high streets"
"720","RC_EW_4193","4","Traditional high streets and market towns","4.2","Indie high streets"
"721","RC_EW_4194","4","Traditional high streets and market towns","4.2","Indie high streets"
"722","RC_EW_4195","4","Traditional high streets and market towns","4.2","Indie high streets"
"723","RC_EW_4198","4","Traditional high streets and market towns","4.2","Indie high streets"
"724","RC_EW_420","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"725","RC_EW_4202","4","Traditional high streets and market towns","4.2","Indie high streets"
"726","RC_EW_4205","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"727","RC_EW_4208","4","Traditional high streets and market towns","4.2","Indie high streets"
"728","RC_EW_4212","4","Traditional high streets and market towns","4.2","Indie high streets"
"729","RC_EW_4213","4","Traditional high streets and market towns","4.2","Indie high streets"
"730","RC_EW_4214","4","Traditional high streets and market towns","4.2","Indie high streets"
"731","RC_EW_4220","4","Traditional high streets and market towns","4.2","Indie high streets"
"732","RC_EW_4222","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"733","RC_EW_4224","4","Traditional high streets and market towns","4.2","Indie high streets"
"734","RC_EW_4230","4","Traditional high streets and market towns","4.2","Indie high streets"
"735","RC_EW_4238","4","Traditional high streets and market towns","4.2","Indie high streets"
"736","RC_EW_4240","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"737","RC_EW_4241","4","Traditional high streets and market towns","4.2","Indie high streets"
"738","RC_EW_4244","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"739","RC_EW_4246","4","Traditional high streets and market towns","4.2","Indie high streets"
"740","RC_EW_4256","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"741","RC_EW_4257","4","Traditional high streets and market towns","4.2","Indie high streets"
"742","RC_EW_426","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"743","RC_EW_4262","4","Traditional high streets and market towns","4.2","Indie high streets"
"744","RC_EW_4264","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"745","RC_EW_4271","2","Retail and shopping parks","2.2","Secondary retail parks and shopping centres"
"746","RC_EW_4277","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"747","RC_EW_4280","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"748","RC_EW_4284","4","Traditional high streets and market towns","4.2","Indie high streets"
"749","RC_EW_4286","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"750","RC_EW_4290","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"751","RC_EW_4291","4","Traditional high streets and market towns","4.2","Indie high streets"
"752","RC_EW_4302","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"753","RC_EW_4308","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"754","RC_EW_4309","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"755","RC_EW_4316","1","Local 'everyday' goods and service centres","1.1","Local urban convenience centres"
"756","RC_EW_4317","1","Local 'everyday' goods and service centres","1.1","Local urban convenience centres"
"757","RC_EW_4322","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"758","RC_EW_4341","4","Traditional high streets and market towns","4.2","Indie high streets"
"759","RC_EW_4349","3","Leading comparison and leisure destinations","3.1","Large regional retail and leisure destinations"
"760","RC_EW_4356","1","Local 'everyday' goods and service centres","1.1","Local urban convenience centres"
"761","RC_EW_4367","2","Retail and shopping parks","2.2","Secondary retail parks and shopping centres"
"762","RC_EW_440","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"763","RC_EW_4403","4","Traditional high streets and market towns","4.2","Indie high streets"
"764","RC_EW_4409","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"765","RC_EW_4412","4","Traditional high streets and market towns","4.2","Indie high streets"
"766","RC_EW_4415","4","Traditional high streets and market towns","4.2","Indie high streets"
"767","RC_EW_4419","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"768","RC_EW_443","4","Traditional high streets and market towns","4.2","Indie high streets"
"769","RC_EW_4434","1","Local 'everyday' goods and service centres","1.1","Local urban convenience centres"
"770","RC_EW_4438","4","Traditional high streets and market towns","4.2","Indie high streets"
"771","RC_EW_4441","2","Retail and shopping parks","2.1","Primary shopping centres and premium destinations"
"772","RC_EW_4444","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"773","RC_EW_4446","2","Retail and shopping parks","2.2","Secondary retail parks and shopping centres"
"774","RC_EW_4449","4","Traditional high streets and market towns","4.2","Indie high streets"
"775","RC_EW_4452","4","Traditional high streets and market towns","4.2","Indie high streets"
"776","RC_EW_4456","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"777","RC_EW_4458","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"778","RC_EW_4459","1","Local 'everyday' goods and service centres","1.1","Local urban convenience centres"
"779","RC_EW_446","4","Traditional high streets and market towns","4.2","Indie high streets"
"780","RC_EW_4461","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"781","RC_EW_4467","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"782","RC_EW_4476","4","Traditional high streets and market towns","4.2","Indie high streets"
"783","RC_EW_4478","2","Retail and shopping parks","2.2","Secondary retail parks and shopping centres"
"784","RC_EW_4479","4","Traditional high streets and market towns","4.2","Indie high streets"
"785","RC_EW_4481","4","Traditional high streets and market towns","4.2","Indie high streets"
"786","RC_EW_4485","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"787","RC_EW_4487","4","Traditional high streets and market towns","4.2","Indie high streets"
"788","RC_EW_4490","2","Retail and shopping parks","2.2","Secondary retail parks and shopping centres"
"789","RC_EW_4491","4","Traditional high streets and market towns","4.2","Indie high streets"
"790","RC_EW_4492","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"791","RC_EW_4496","4","Traditional high streets and market towns","4.2","Indie high streets"
"792","RC_EW_4503","3","Leading comparison and leisure destinations","3.1","Large regional retail and leisure destinations"
"793","RC_EW_4507","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"794","RC_EW_4512","4","Traditional high streets and market towns","4.2","Indie high streets"
"795","RC_EW_4521","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"796","RC_EW_4523","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"797","RC_EW_4524","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"798","RC_EW_4529","4","Traditional high streets and market towns","4.2","Indie high streets"
"799","RC_EW_453","2","Retail and shopping parks","2.1","Primary shopping centres and premium destinations"
"800","RC_EW_4533","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"801","RC_EW_4538","1","Local 'everyday' goods and service centres","1.1","Local urban convenience centres"
"802","RC_EW_454","4","Traditional high streets and market towns","4.2","Indie high streets"
"803","RC_EW_4540","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"804","RC_EW_4544","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"805","RC_EW_4551","4","Traditional high streets and market towns","4.2","Indie high streets"
"806","RC_EW_4552","1","Local 'everyday' goods and service centres","1.1","Local urban convenience centres"
"807","RC_EW_4553","4","Traditional high streets and market towns","4.2","Indie high streets"
"808","RC_EW_456","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"809","RC_EW_4560","4","Traditional high streets and market towns","4.2","Indie high streets"
"810","RC_EW_4574","4","Traditional high streets and market towns","4.2","Indie high streets"
"811","RC_EW_4576","2","Retail and shopping parks","2.2","Secondary retail parks and shopping centres"
"812","RC_EW_4581","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"813","RC_EW_4582","1","Local 'everyday' goods and service centres","1.1","Local urban convenience centres"
"814","RC_EW_4599","2","Retail and shopping parks","2.2","Secondary retail parks and shopping centres"
"815","RC_EW_46","2","Retail and shopping parks","2.2","Secondary retail parks and shopping centres"
"816","RC_EW_4600","2","Retail and shopping parks","2.2","Secondary retail parks and shopping centres"
"817","RC_EW_4602","4","Traditional high streets and market towns","4.2","Indie high streets"
"818","RC_EW_4606","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"819","RC_EW_4607","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"820","RC_EW_461","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"821","RC_EW_4613","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"822","RC_EW_4615","4","Traditional high streets and market towns","4.2","Indie high streets"
"823","RC_EW_4618","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"824","RC_EW_4620","4","Traditional high streets and market towns","4.2","Indie high streets"
"825","RC_EW_4624","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"826","RC_EW_4629","4","Traditional high streets and market towns","4.2","Indie high streets"
"827","RC_EW_4631","4","Traditional high streets and market towns","4.2","Indie high streets"
"828","RC_EW_4634","4","Traditional high streets and market towns","4.2","Indie high streets"
"829","RC_EW_4638","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"830","RC_EW_464","4","Traditional high streets and market towns","4.2","Indie high streets"
"831","RC_EW_4653","3","Leading comparison and leisure destinations","3.1","Large regional retail and leisure destinations"
"832","RC_EW_4656","1","Local 'everyday' goods and service centres","1.1","Local urban convenience centres"
"833","RC_EW_466","4","Traditional high streets and market towns","4.2","Indie high streets"
"834","RC_EW_4661","4","Traditional high streets and market towns","4.2","Indie high streets"
"835","RC_EW_4668","4","Traditional high streets and market towns","4.2","Indie high streets"
"836","RC_EW_4673","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"837","RC_EW_4681","4","Traditional high streets and market towns","4.2","Indie high streets"
"838","RC_EW_4684","4","Traditional high streets and market towns","4.2","Indie high streets"
"839","RC_EW_4690","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"840","RC_EW_47","4","Traditional high streets and market towns","4.2","Indie high streets"
"841","RC_EW_471","4","Traditional high streets and market towns","4.2","Indie high streets"
"842","RC_EW_4710","4","Traditional high streets and market towns","4.2","Indie high streets"
"843","RC_EW_4717","4","Traditional high streets and market towns","4.2","Indie high streets"
"844","RC_EW_4718","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"845","RC_EW_4722","4","Traditional high streets and market towns","4.2","Indie high streets"
"846","RC_EW_473","4","Traditional high streets and market towns","4.2","Indie high streets"
"847","RC_EW_4730","2","Retail and shopping parks","2.2","Secondary retail parks and shopping centres"
"848","RC_EW_4731","4","Traditional high streets and market towns","4.2","Indie high streets"
"849","RC_EW_4733","4","Traditional high streets and market towns","4.2","Indie high streets"
"850","RC_EW_4747","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"851","RC_EW_4748","1","Local 'everyday' goods and service centres","1.1","Local urban convenience centres"
"852","RC_EW_4767","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"853","RC_EW_4777","4","Traditional high streets and market towns","4.2","Indie high streets"
"854","RC_EW_4779","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"855","RC_EW_4781","2","Retail and shopping parks","2.2","Secondary retail parks and shopping centres"
"856","RC_EW_4785","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"857","RC_EW_479","2","Retail and shopping parks","2.2","Secondary retail parks and shopping centres"
"858","RC_EW_4794","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"859","RC_EW_4797","1","Local 'everyday' goods and service centres","1.1","Local urban convenience centres"
"860","RC_EW_4808","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"861","RC_EW_4814","4","Traditional high streets and market towns","4.2","Indie high streets"
"862","RC_EW_4820","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"863","RC_EW_4823","4","Traditional high streets and market towns","4.2","Indie high streets"
"864","RC_EW_4825","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"865","RC_EW_4826","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"866","RC_EW_4829","4","Traditional high streets and market towns","4.2","Indie high streets"
"867","RC_EW_4830","4","Traditional high streets and market towns","4.2","Indie high streets"
"868","RC_EW_4843","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"869","RC_EW_4846","2","Retail and shopping parks","2.2","Secondary retail parks and shopping centres"
"870","RC_EW_4850","4","Traditional high streets and market towns","4.2","Indie high streets"
"871","RC_EW_4857","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"872","RC_EW_4858","4","Traditional high streets and market towns","4.2","Indie high streets"
"873","RC_EW_4863","4","Traditional high streets and market towns","4.2","Indie high streets"
"874","RC_EW_4866","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"875","RC_EW_4868","4","Traditional high streets and market towns","4.2","Indie high streets"
"876","RC_EW_4869","4","Traditional high streets and market towns","4.2","Indie high streets"
"877","RC_EW_4872","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"878","RC_EW_4876","4","Traditional high streets and market towns","4.2","Indie high streets"
"879","RC_EW_4877","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"880","RC_EW_489","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"881","RC_EW_4890","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"882","RC_EW_4892","4","Traditional high streets and market towns","4.2","Indie high streets"
"883","RC_EW_4894","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"884","RC_EW_4897","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"885","RC_EW_4898","3","Leading comparison and leisure destinations","3.1","Large regional retail and leisure destinations"
"886","RC_EW_4910","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"887","RC_EW_4918","2","Retail and shopping parks","2.1","Primary shopping centres and premium destinations"
"888","RC_EW_4920","4","Traditional high streets and market towns","4.2","Indie high streets"
"889","RC_EW_4923","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"890","RC_EW_4927","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"891","RC_EW_493","1","Local 'everyday' goods and service centres","1.1","Local urban convenience centres"
"892","RC_EW_4935","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"893","RC_EW_4943","3","Leading comparison and leisure destinations","3.1","Large regional retail and leisure destinations"
"894","RC_EW_4970","3","Leading comparison and leisure destinations","3.1","Large regional retail and leisure destinations"
"895","RC_EW_4979","1","Local 'everyday' goods and service centres","1.1","Local urban convenience centres"
"896","RC_EW_4983","4","Traditional high streets and market towns","4.2","Indie high streets"
"897","RC_EW_4985","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"898","RC_EW_4986","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"899","RC_EW_4991","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"900","RC_EW_4999","4","Traditional high streets and market towns","4.2","Indie high streets"
"901","RC_EW_5","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"902","RC_EW_50","4","Traditional high streets and market towns","4.2","Indie high streets"
"903","RC_EW_5014","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"904","RC_EW_5016","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"905","RC_EW_5017","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"906","RC_EW_5019","2","Retail and shopping parks","2.2","Secondary retail parks and shopping centres"
"907","RC_EW_502","1","Local 'everyday' goods and service centres","1.1","Local urban convenience centres"
"908","RC_EW_5022","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"909","RC_EW_5025","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"910","RC_EW_5029","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"911","RC_EW_5030","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"912","RC_EW_5032","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"913","RC_EW_5037","4","Traditional high streets and market towns","4.2","Indie high streets"
"914","RC_EW_504","4","Traditional high streets and market towns","4.2","Indie high streets"
"915","RC_EW_5043","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"916","RC_EW_5057","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"917","RC_EW_5066","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"918","RC_EW_5071","4","Traditional high streets and market towns","4.2","Indie high streets"
"919","RC_EW_5073","4","Traditional high streets and market towns","4.2","Indie high streets"
"920","RC_EW_5075","4","Traditional high streets and market towns","4.2","Indie high streets"
"921","RC_EW_5081","4","Traditional high streets and market towns","4.2","Indie high streets"
"922","RC_EW_5089","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"923","RC_EW_5090","3","Leading comparison and leisure destinations","3.1","Large regional retail and leisure destinations"
"924","RC_EW_5093","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"925","RC_EW_5096","4","Traditional high streets and market towns","4.2","Indie high streets"
"926","RC_EW_5099","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"927","RC_EW_510","1","Local 'everyday' goods and service centres","1.1","Local urban convenience centres"
"928","RC_EW_5107","4","Traditional high streets and market towns","4.2","Indie high streets"
"929","RC_EW_5109","4","Traditional high streets and market towns","4.2","Indie high streets"
"930","RC_EW_5116","2","Retail and shopping parks","2.2","Secondary retail parks and shopping centres"
"931","RC_EW_5118","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"932","RC_EW_512","1","Local 'everyday' goods and service centres","1.1","Local urban convenience centres"
"933","RC_EW_5131","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"934","RC_EW_5133","3","Leading comparison and leisure destinations","3.1","Large regional retail and leisure destinations"
"935","RC_EW_5135","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"936","RC_EW_5138","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"937","RC_EW_5151","4","Traditional high streets and market towns","4.2","Indie high streets"
"938","RC_EW_5152","4","Traditional high streets and market towns","4.2","Indie high streets"
"939","RC_EW_5153","2","Retail and shopping parks","2.2","Secondary retail parks and shopping centres"
"940","RC_EW_5157","4","Traditional high streets and market towns","4.2","Indie high streets"
"941","RC_EW_516","4","Traditional high streets and market towns","4.2","Indie high streets"
"942","RC_EW_5167","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"943","RC_EW_517","4","Traditional high streets and market towns","4.2","Indie high streets"
"944","RC_EW_5174","4","Traditional high streets and market towns","4.1","Mass and value high streets"
"945","RC_EW_5181","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"946","RC_EW_5183","2","Retail and shopping parks","2.2","Secondary retail parks and shopping centres"
"947","RC_EW_5184","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"948","RC_EW_5198","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"949","RC_EW_5200","4","Traditional high streets and market towns","4.2","Indie high streets"
"950","RC_EW_5201","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"951","RC_EW_5206","4","Traditional high streets and market towns","4.2","Indie high streets"
"952","RC_EW_5207","2","Retail and shopping parks","2.1","Primary shopping centres and premium destinations"
"953","RC_EW_5208","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"954","RC_EW_521","4","Traditional high streets and market towns","4.2","Indie high streets"
"955","RC_EW_5210","1","Local 'everyday' goods and service centres","1.1","Local urban convenience centres"
"956","RC_EW_5215","1","Local 'everyday' goods and service centres","1.1","Local urban convenience centres"
"957","RC_EW_5219","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"958","RC_EW_5220","4","Traditional high streets and market towns","4.2","Indie high streets"
"959","RC_EW_5221","4","Traditional high streets and market towns","4.2","Indie high streets"
"960","RC_EW_5222","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"961","RC_EW_5225","4","Traditional high streets and market towns","4.2","Indie high streets"
"962","RC_EW_5231","1","Local 'everyday' goods and service centres","1.1","Local urban convenience centres"
"963","RC_EW_5232","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"964","RC_EW_5233","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"965","RC_EW_5236","4","Traditional high streets and market towns","4.2","Indie high streets"
"966","RC_EW_5241","1","Local 'everyday' goods and service centres","1.1","Local urban convenience centres"
"967","RC_EW_5243","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"968","RC_EW_5245","1","Local 'everyday' goods and service centres","1.1","Local urban convenience centres"
"969","RC_EW_5257","4","Traditional high streets and market towns","4.2","Indie high streets"
"970","RC_EW_5259","3","Leading comparison and leisure destinations","3.1","Large regional retail and leisure destinations"
"971","RC_EW_5265","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"972","RC_EW_5269","1","Local 'everyday' goods and service centres","1.1","Local urban convenience centres"
"973","RC_EW_5270","4","Traditional high streets and market towns","4.2","Indie high streets"
"974","RC_EW_5278","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"975","RC_EW_5285","4","Traditional high streets and market towns","4.2","Indie high streets"
"976","RC_EW_5289","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"977","RC_EW_529","4","Traditional high streets and market towns","4.2","Indie high streets"
"978","RC_EW_5294","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"979","RC_EW_5296","1","Local 'everyday' goods and service centres","1.1","Local urban convenience centres"
"980","RC_EW_5297","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"981","RC_EW_5306","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"982","RC_EW_5310","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"983","RC_EW_5316","1","Local 'everyday' goods and service centres","1.1","Local urban convenience centres"
"984","RC_EW_5319","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"985","RC_EW_5323","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"986","RC_EW_5327","1","Local 'everyday' goods and service centres","1.1","Local urban convenience centres"
"987","RC_EW_533","4","Traditional high streets and market towns","4.2","Indie high streets"
"988","RC_EW_5330","1","Local 'everyday' goods and service centres","1.1","Local urban convenience centres"
"989","RC_EW_5333","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"990","RC_EW_5336","2","Retail and shopping parks","2.1","Primary shopping centres and premium destinations"
"991","RC_EW_534","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"992","RC_EW_5342","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"993","RC_EW_5347","3","Leading comparison and leisure destinations","3.2","Sub-regional retail and leisure destinations"
"994","RC_EW_5350","1","Local 'everyday' goods and service centres","1.1","Local urban convenience centres"
"995","RC_EW_5353","4","Traditional high streets and market towns","4.2","Indie high streets"
"996","RC_EW_5357","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"997","RC_EW_5364","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"998","RC_EW_5367","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"999","RC_EW_5371","1","Local 'everyday' goods and service centres","1.1","Local urban convenience centres"
"1000","RC_EW_5372","1","Local 'everyday' goods and service centres","1.1","Local urban convenience centres"
"1001","RC_EW_5375","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"1002","RC_EW_5377","1","Local 'everyday' goods and service centres","1.1","Local urban convenience centres"
"1003","RC_EW_5383","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"1004","RC_EW_5389","1","Local 'everyday' goods and service centres","1.2","District urban service centres"
"1005","RC_EW_5399","4","Traditional high streets and market towns","4.2","Indie high streets"
"1006","RC_EW_5404","4","Traditional high streets and market towns","4.2","Indie high streets"
"1007","RC_EW_5409","4","Traditional high streets and market towns","4.2","Indie high streets"
"1008","RC_EW_5411","4","Traditional high streets and market towns","4.2","Indie high streets"
